Survey ID,Age,Gender,Ethnicity,Education Completed,Marital Status,Household Size,Spouse,Children,Parent,Religion,Full Time Employment,Part Time Employment,Employment Type,Student,Retired,Occupation,Income,Achieving Ends Meet,US Born,Duration of Residency,Citizenship Class,English Speaking,Familiarity with America,Familiarity with Ethnic Origin,Present Health,Present Mental Health,Health Insurance,Status of Ownership,Personal Car,Satisfaction with Life,Quality of Life
10369,25,Female,Chinese,16,Single,1,0,0,0,None,Employed full time,0,Full Time,0,0,Professional,"$60,000 - $69,999",0,Yes,25,Yes,Very well,Very high,Very high,Excellent,Excellent,Yes,Rent,Yes,Very much,10
50052,29,Female,Chinese,17,Single,2,0,0,0,None,0,0,None,Student,0,None,"$10,000 - $19,999",0,No,11,Yes,Very well,High,High,Excellent,Excellent,Yes,Rent,Yes,Very much,9
60158,34,Female,Chinese,17,Married,5,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,10,No,Not well,High,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
60225,42,Female,Chinese,16,Married,4,Living with spouse,Living with children,0,Protestant,0,Employed part time,Part Time,0,0,Professional,"$70,000 and over",0,No,13,No,Not well,High,High,Excellent,Excellent,Yes,Own,Yes,Pretty much,9
50126,40,Female,Chinese,16,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$70,000 and over",1,No,,No,Not well,Low,High,Fair,Fair,Yes,Own,Yes,Pretty much,8
50030,64,Female,Chinese,15,Single,1,0,0,0,Protestant,0,0,None,0,Retired,"Clerical, office, sales","$30,000 - $39,999",0,No,42,No,Not well,Low,High,Good,Good,Yes,Own,Yes,Pretty much,7
50105,64,Female,Chinese,16,Single,1,0,0,0,Protestant,0,0,None,0,Retired,"Clerical, office, sales","$40,000 - $49,999",0,No,43,No,Not well,Low,High,Good,Good,Yes,Own,Yes,Pretty much,7
50307,64,Female,Chinese,15,Single,1,0,0,0,Protestant,0,0,None,0,Retired,None,"$40,000 - $49,999",0,No,42,No,Not well,Low,High,Good,Good,Yes,Own,Yes,Pretty much,7
60211,43,Female,Chinese,16,Married,2,Living with spouse,0,0,Protestant,0,0,None,0,0,Other,"$70,000 and over",0,No,8,No,Well,High,Very high,Very Good,Very Good,Yes,Own,Yes,Pretty much,9
50065,42,Female,Chinese,17,Married,4,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Skilled trades,"$70,000 and over",0,No,13,No,Not well,Low,High,Fair,Fair,Yes,Own,Yes,Pretty much,5
40134,21,Female,Chinese,15,Single,1,0,0,0,None,0,0,None,Student,0,None,"$30,000 - $39,999",1,No,8,No,Very well,High,Very high,Excellent,Excellent,Yes,Rent,Yes,,8
50064,41,Male,Chinese,17,Married,4,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Skilled trades,"$70,000 and over",0,No,12,Yes,Not well,Low,High,Good,Good,Yes,Own,Yes,Pretty much,8
60180,78,Female,Chinese,16,Married,5,0,Living with children,0,,0,0,None,0,Retired,Other,"$0 - $9,999",1,No,8,No,Not at all,Very low,High,Fair,Fair,Yes,Own,No,Pretty much,8
40155,50,Female,Chinese,17,Married,4,0,Living with children,Living with parents,None,0,0,None,0,0,Professional,"$20,000 - $29,999",0,No,21,Yes,Very well,High,Very high,Very Good,Very Good,Yes,Own,Yes,,8
40019,30,Female,Chinese,16,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,Yes,15,No,Very well,High,High,Good,Good,Yes,Own,Yes,Pretty much,8
50273,38,Male,Chinese,17,Married,3,Living with spouse,Living with children,0,None,0,0,None,0,0,Other,"$70,000 and over",0,No,14,No,Well,Low,Very high,Good,Good,Yes,Own,Yes,Pretty much,8
50027,56,Female,Chinese,16,Married,3,0,Living with children,0,None,0,0,None,0,0,"Clerical, office, sales","$0 - $9,999",1,No,15,No,Not well,Very low,Low,Good,Very Good,,Rent,Yes,,5
50016,68,Female,Chinese,16,Single,2,0,Living with children,0,Protestant,0,0,None,0,0,None,"$70,000 and over",0,No,39,Yes,Well,High,High,Very Good,Very Good,Yes,Own,Yes,Very much,9
40151,35,Male,Chinese,17,Married,4,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",0,No,14,No,Very well,High,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,9
60197,75,Female,Chinese,6,,4,0,Living with children,0,None,0,0,None,0,Retired,None,,0,No,10,No,Not at all,Very low,High,Very Good,Very Good,Yes,Own,Yes,Very much,10
40229,41,Female,Chinese,17,Married,4,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",0,No,10,Yes,Well,High,Very high,Very Good,Very Good,Yes,Own,Yes,Pretty much,9
50144,34,Male,Chinese,16,Married,3,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,13,No,Not well,High,High,Very Good,Very Good,Yes,Own,Yes,Very much,8
10228,37,Male,Chinese,16,Married,3,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,Yes,37,No,Very well,Very high,Low,Excellent,Excellent,Yes,Own,Yes,,10
60045,52,Male,Chinese,17,Married,3,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",0,No,29,No,Very well,High,High,Excellent,Excellent,Yes,Own,Yes,Very much,10
50128,27,Female,Chinese,16,Married,2,Living with spouse,0,0,None,0,Employed part time,Part Time,Student,0,Professional,"$60,000 - $69,999",0,No,10,No,Well,High,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,9
10232,39,Female,Chinese,16,Married,2,Living with spouse,0,0,None,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,25,No,Very well,Very high,Very high,Excellent,Excellent,Yes,Own,Yes,Pretty much,8
60184,35,Female,Chinese,16,Married,4,Living with spouse,Living with children,0,None,0,0,None,0,0,Business owner,"$70,000 and over",0,No,10,No,Not well,Low,High,Good,Good,Yes,Own,Yes,Pretty much,5
50210,40,Female,Chinese,16,Married,2,Living with spouse,0,0,Buddhist,Employed full time,0,Full Time,0,0,Professional,"$60,000 - $69,999",0,No,23,Yes,Well,High,High,Very Good,Very Good,Yes,Rent,Yes,Very much,8
50043,43,Female,Chinese,17,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$70,000 and over",0,No,13,No,Not well,High,High,Very Good,Very Good,Yes,Own,Yes,Very much,9
10149,43,Male,Chinese,17,Married,5,Living with spouse,Living with children,0,Buddhist,0,0,None,0,0,Professional,"$50,000 - $59,999",0,No,22,No,Very well,High,Very high,Very Good,Excellent,Yes,Own,Yes,Very much,8
40183,20,Male,Chinese,14,Single,3,0,0,Living with parents,None,0,0,None,0,0,Service worker,"$20,000 - $29,999",0,No,15,No,Not well,High,Low,Fair,Fair,Yes,Own,Yes,,8
50214,65,Female,Chinese,16,Married,8,0,Living with children,0,None,0,0,None,0,Retired,None,"$0 - $9,999",1,No,10,Yes,Not at all,Low,Very high,Excellent,Excellent,0,Own,Yes,,8
40013,36,Female,Chinese,17,Married,4,Living with spouse,Living with children,0,Protestant,0,Employed part time,Part Time,0,0,Professional,"$60,000 - $69,999",0,No,28,No,Very well,High,High,Very Good,Good,Yes,Own,Yes,Very much,7
50091,50,Female,Chinese,14,,2,0,Living with children,0,Buddhist,0,0,None,0,0,None,"$0 - $9,999",0,No,10,Yes,Not well,High,High,Good,Good,0,Own,Yes,,8
50215,64,Male,Chinese,15,Married,8,0,Living with children,0,Buddhist,0,0,None,0,Retired,None,"$0 - $9,999",1,No,10,No,Not at all,Low,Very high,Very Good,Very Good,0,Own,Yes,,8
60210,41,Female,Chinese,17,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$70,000 and over",0,No,14,No,Well,Very low,High,Good,Very Good,Yes,Own,Yes,Pretty much,8
60141,76,Male,Chinese,12,Married,6,0,Living with children,0,Protestant,0,0,None,0,0,None,"$0 - $9,999",0,No,10,No,Not at all,Low,High,Good,Good,0,Own,Yes,,8
10158,42,Female,Chinese,16,Married,5,0,Living with children,0,Protestant,0,0,None,0,0,Business owner,"$60,000 - $69,999",0,No,22,No,Very well,Very high,Very high,Excellent,Very Good,Yes,Own,Yes,Very much,9
60142,72,,Chinese,16,Married,6,0,Living with children,0,Protestant,0,0,None,0,Retired,None,,,No,10,No,Not at all,Low,High,Fair,Good,0,Own,Yes,,8
50083,31,Female,Chinese,17,Married,4,0,Living with children,0,None,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,20,Yes,Very well,Low,High,Excellent,Good,Yes,Own,Yes,,9
10025,27,Female,Chinese,17,Single,3,0,0,0,Buddhist,Employed full time,0,Full Time,0,0,Professional,"$30,000 - $39,999",0,No,23,Yes,Very well,Very high,Very high,Good,Excellent,Yes,Rent,Yes,Very much,8
50302,66,Female,Chinese,9,Married,3,0,Living with children,0,Protestant,0,0,None,0,0,Other,,0,No,10,Yes,Not at all,Low,Low,Very Good,Good,Yes,Own,Yes,,5
40188,32,,Chinese,16,Living with a partner,2,0,0,0,None,Employed full time,0,Full Time,0,0,Other,"$70,000 and over",0,Yes,32,No,Very well,High,Low,Very Good,Very Good,Yes,Rent,Yes,,9
60084,41,Female,Chinese,17,Married,4,0,Living with children,0,None,Employed full time,0,Full Time,0,0,Professional,"$60,000 - $69,999",0,No,17,No,Not well,High,Very high,Good,Fair,Yes,Own,No,Pretty much,8
40125,48,Female,Chinese,16,Married,3,Living with spouse,Living with children,0,Buddhist,0,0,None,Student,0,Professional,"$70,000 and over",0,No,19,No,Well,High,High,Good,Good,0,Own,Yes,Pretty much,7
10132,20,Female,Chinese,15,Single,3,0,0,Living with parents,Buddhist,0,0,None,Student,0,None,"$60,000 - $69,999",0,No,11,No,Very well,High,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,9
50118,43,Female,Chinese,16,Married,4,Living with spouse,Living with children,0,None,0,0,None,0,0,"Clerical, office, sales","$30,000 - $39,999",0,No,19,No,Not well,Low,Very high,Very Good,Good,Yes,Own,Yes,,
60166,43,Male,Chinese,17,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,15,No,Well,Very low,Low,Fair,Very Good,Yes,Own,Yes,Very much,7
60060,78,Female,Chinese,12,Married,5,0,Living with children,0,None,0,0,None,0,Retired,None,,1,No,11,No,Not at all,Very low,High,Good,Good,0,Own,No,Not very much,5
60192,40,Female,Chinese,17,Married,4,0,Living with children,0,None,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,20,Yes,Well,High,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,9
40211,18,Female,Chinese,12,Single,3,0,0,Living with parents,Protestant,0,0,None,Student,0,None,"$40,000 - $49,999",0,No,11,No,Very well,Very high,High,Excellent,Excellent,Yes,Own,Yes,Very much,10
50235,42,Female,Chinese,16,Single,3,0,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,"Clerical, office, sales","$40,000 - $49,999",0,No,12,Yes,Not well,Low,High,Good,Very Good,Yes,Own,Yes,Pretty much,7
60129,43,Female,Chinese,16,Married,4,Living with spouse,0,0,Buddhist,0,0,None,0,0,None,"$70,000 and over",0,No,18,No,Not well,Low,High,Good,Good,Yes,Own,Yes,Pretty much,8
40126,18,Female,Chinese,12,Single,5,0,0,Living with parents,None,0,Employed part time,Part Time,Student,0,Professional,"$70,000 and over",0,No,16,No,Very well,Very high,High,Very Good,Very Good,Yes,Own,Yes,Very much,10
50232,42,Female,Chinese,17,Married,3,Living with spouse,Living with children,0,Buddhist,0,0,None,0,0,None,,0,No,12,No,Well,High,Very high,Very Good,Very Good,Yes,Own,Yes,Pretty much,9
60105,80,Female,Chinese,16,Single,1,0,0,0,Protestant,0,0,None,0,Retired,None,"$10,000 - $19,999",1,No,35,No,Not at all,Low,High,Poor,Good,Yes,Own,No,Not very much,5
60229,47,Female,Chinese,17,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,20,Yes,Not well,Low,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,9
40011,43,Male,Chinese,16,Married,3,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Skilled trades,"$60,000 - $69,999",0,No,12,Yes,Well,Very high,Low,Good,Very Good,Yes,Own,No,Very much,8
50061,80,Male,Chinese,16,Married,2,Living with spouse,0,0,Protestant,0,0,None,0,Retired,"Clerical, office, sales","$60,000 - $69,999",0,No,20,No,Not at all,High,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,5
60049,52,Female,Chinese,17,Married,5,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,Other,"$70,000 and over",0,No,20,No,Not well,High,High,Good,Good,Yes,Own,Yes,Very much,8
50164,57,Male,Chinese,12,Married,3,Living with spouse,0,Living with parents,None,0,Employed part time,Part Time,0,0,Business owner,"$50,000 - $59,999",1,No,34,Yes,Well,High,Very high,Good,Good,0,Own,Yes,,6
50153,54,Female,Chinese,16,Married,2,Living with spouse,0,0,Protestant,0,Employed part time,Part Time,0,0,Other,"$10,000 - $19,999",1,No,13,Yes,Not well,High,High,Good,Good,Yes,Own,Yes,Very much,8
50218,37,Male,Chinese,12,Single,1,0,0,0,Protestant,0,Employed part time,Part Time,0,0,Service worker,"$0 - $9,999",1,No,23,Yes,Not well,Low,High,Good,Good,Yes,Rent,No,Pretty much,4
40228,43,Female,Chinese,17,Married,4,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,15,No,Very well,Low,Very high,Good,Good,Yes,Own,Yes,Very much,8
10040033,35,Male,Chinese,16,Married,3,0,Living with children,0,None,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",0,Yes,35,No,Very well,Very high,Very low,Very Good,Good,Yes,Own,Yes,Very much,9
50115,43,Male,Chinese,17,Married,2,Living with spouse,0,0,Buddhist,0,Employed part time,Part Time,0,0,"Manager, executive, or official","$70,000 and over",0,No,18,No,Not well,Low,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
50272,41,Male,Chinese,17,Married,4,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Other,"$70,000 and over",0,No,19,No,Well,Low,High,Very Good,Excellent,Yes,Own,Yes,Very much,7
60103,70,Female,Chinese,17,Married,2,Living with spouse,0,0,None,Employed full time,0,Full Time,0,0,Other,"$70,000 and over",0,No,29,No,Not well,Low,High,Good,Good,Yes,Own,Yes,Pretty much,8
10124,33,Female,Chinese,16,Single,2,0,0,0,Protestant,0,0,None,0,0,Business owner,"$60,000 - $69,999",0,No,24,No,Very well,Very high,High,Very Good,Very Good,0,Own,Yes,,7
40269,51,Male,Chinese,17,Married,4,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,22,No,Very well,Very high,Very high,Excellent,Excellent,Yes,Own,Yes,Pretty much,10
60026,45,Female,Chinese,16,Married,4,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,"Clerical, office, sales","$70,000 and over",0,No,20,Yes,Not well,Low,High,Good,Good,Yes,Own,Yes,Pretty much,5
50117,47,Female,Chinese,17,Married,5,Living with spouse,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,25,No,Very well,Low,High,Very Good,Very Good,Yes,Own,Yes,Very much,9
40017,18,Male,Chinese,12,Single,3,0,0,Living with parents,Protestant,0,0,None,Student,0,None,"$70,000 and over",0,No,14,No,Very well,Very high,High,Excellent,Very Good,Yes,Own,Yes,Pretty much,8
50025,46,Female,Chinese,14,Married,3,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,Other,"$70,000 and over",0,No,14,Yes,Not at all,Low,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,9
60232,43,Male,Chinese,17,Married,1,0,0,0,Protestant,0,0,None,0,0,Service worker,"$70,000 and over",0,No,15,No,Not well,Low,High,Very Good,Very Good,Yes,Rent,Yes,Pretty much,8
50116,52,Male,Chinese,17,Married,5,Living with spouse,Living with children,0,None,0,0,None,0,0,Professional,"$70,000 and over",0,No,27,No,Well,Low,High,Good,Fair,Yes,Own,Yes,Pretty much,7
50134,40,Female,Chinese,17,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,"Manager, executive, or official",,0,No,25,Yes,Very well,Very high,High,Excellent,Excellent,Yes,Own,Yes,Very much,10
50161,40,Female,Chinese,16,Single,2,0,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,,"$50,000 - $59,999",1,No,16,No,Not well,High,Very high,Good,Good,Yes,Own,Yes,Not very much,5
60097,45,Female,Chinese,17,Married,4,Living with spouse,Living with children,0,None,0,0,None,0,0,None,"$70,000 and over",0,No,16,No,Not well,High,High,Good,Very Good,Yes,Own,Yes,Pretty much,9
60071,64,Female,Chinese,16,Married,2,Living with spouse,0,0,None,0,0,None,0,Retired,None,"$70,000 and over",0,No,25,No,Well,High,Very high,Fair,Fair,Yes,Own,Yes,Pretty much,7
40169,42,Male,Chinese,16,Married,4,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,Yes,42,No,Very well,Very high,Low,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
50145,35,Male,Chinese,17,Married,4,Living with spouse,0,0,None,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,Yes,15,Yes,Very well,High,High,Good,Good,Yes,Own,Yes,Pretty much,6
60046,55,Male,Chinese,17,Married,2,Living with spouse,0,0,None,Employed full time,0,Full Time,0,0,Other,"$70,000 and over",0,No,15,No,Very well,Very high,Very high,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
10002,42,Male,Chinese,16,Married,4,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,Yes,42,No,Very well,Very high,Low,Very Good,Very Good,0,Own,Yes,Pretty much,8
50173,39,Male,Chinese,16,Single,1,0,0,0,Buddhist,0,0,None,0,0,None,"$70,000 and over",0,No,19,No,Well,High,Very high,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
50238,53,Male,Chinese,15,Married,4,Living with spouse,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",0,No,16,No,Well,High,Very high,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
60091,45,Male,Chinese,16,Married,4,Living with spouse,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,Professional,"$60,000 - $69,999",1,No,30,No,Well,High,High,Very Good,Very Good,Yes,Own,Yes,,7
50236,40,Female,Chinese,17,Married,4,Living with spouse,Living with children,0,Protestant,0,Employed part time,Part Time,0,0,Business owner,"$70,000 and over",0,No,22,No,Very well,Very high,Very high,Very Good,Very Good,Yes,Own,Yes,Very much,9
50220,82,Female,Chinese,13,Married,2,Living with spouse,0,0,Protestant,0,0,None,0,Retired,None,,,No,15,Yes,Not at all,Very low,Low,Fair,Good,Yes,,No,Pretty much,6
50147,65,Male,Chinese,16,Married,4,0,Living with children,0,None,0,0,None,0,Retired,None,"$10,000 - $19,999",0,No,15,Yes,Not well,Low,Low,Excellent,Excellent,0,Own,Yes,Pretty much,7
40253,40,Female,Chinese,16,Single,1,0,0,0,None,Employed full time,0,Full Time,0,0,Professional,"$60,000 - $69,999",1,Yes,25,No,Well,Low,High,Good,Good,Yes,Rent,Yes,Pretty much,3
40147,50,Female,Chinese,15,Married,4,Living with spouse,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,"Clerical, office, sales","$70,000 and over",0,No,36,No,Very well,High,High,Excellent,Excellent,Yes,Own,Yes,Very much,10
10246,31,Male,Chinese,16,Married,4,0,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,Other,"$70,000 and over",0,Yes,31,No,Very well,Very high,High,Good,Very Good,Yes,Own,Yes,Pretty much,9
50106,77,Female,Chinese,12,Single,1,0,0,0,Protestant,0,Employed part time,Part Time,0,0,Other,"$20,000 - $29,999",1,No,30,No,Not well,High,Low,Fair,Fair,Yes,Own,No,,5
50181,45,Female,Chinese,17,Married,4,Living with spouse,Living with children,0,Buddhist,0,0,None,0,0,Professional,"$70,000 and over",0,No,15,No,Well,High,High,Good,Good,Yes,Own,Yes,,10
1010401,44,Female,Chinese,16,Married,4,0,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,31,No,Well,High,Very high,Very Good,Very Good,Yes,Own,Yes,Very much,10
60023,51,Male,Chinese,17,Married,4,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Professional,"$10,000 - $19,999",0,No,23,Yes,Well,High,High,Very Good,Very Good,Yes,Own,Yes,Very much,8
40230,45,Female,Chinese,17,Living with a partner,4,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,15,No,Well,Low,Very high,Good,Good,Yes,Own,Yes,Pretty much,7
50015,55,Female,Chinese,16,Married,5,0,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,"Clerical, office, sales","$70,000 and over",1,No,15,Yes,Not well,Low,Very high,Fair,Fair,Yes,Own,Yes,Pretty much,10
40138,40,Male,Chinese,17,Single,1,0,0,0,Catholic,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,19,No,Very well,Very high,Very high,Very Good,Very Good,Yes,Own,Yes,Very much,9
